window_start,src_ip,network_packets_all_count,network_packets_dst_count,network_packets_src_count,network_ips_all_count,network_ips_dst_count,network_ips_src_count,network_macs_all_count,network_macs_dst_count,network_macs_src_count,network_ports_all_count,network_ports_dst_count,network_ports_src_count,network_protocols_all_count,network_protocols_dst_count,network_protocols_src_count,network_packet-size_avg,network_packet-size_max,network_packet-size_min,network_packet-size_std_deviation,network_payload-length_avg,network_payload-length_max,network_payload-length_min,network_payload-length_std_deviation,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_header-length_avg,network_header-length_max,network_header-length_min,network_header-length_std_deviation,network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_min,network_ip-flags_std_deviation,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-psh_count,network_tcp-flags-rst_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,network_mss_avg,network_mss_max,network_mss_min,network_mss_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_interval-packets,network_fragmentation-score,network_fragmented-packets,log_data-ranges_avg,log_data-ranges_max,log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count,log_interval-messages,log_messages_count
1785344247.211,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,343.204316,5002.554893,0.705004,1180.361084,17,0.0,0,17.647059,34,0,15.495507,1,343.204316,18
1785344247.211,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4798.953533,4798.953533,4798.953533,0.0,1,0.0,0,0.0,0,0,0.0,1,4798.953533,2
1785344247.211,192.168.10.31,3,3,3,3,2,1,3,2,1,5,2,3,2,2,2,59.333333,74,52,10.370899,25.333333,40,18,10.370899,45.333333,60,38,10.370899,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2647.157193,5291.862965,2.45142,2644.705773,2,0.0,0,22.0,22,22,0.0,1,2647.157193,3
1785344247.211,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344257.291,192.168.10.21,1049,1049,1049,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.707294,981.167793,0.185966,89.403925,1048,0.0,0,0.0,0,0,0.0,1,8.707294,1049
1785344257.291,192.168.10.50,34,34,34,8,7,1,8,7,1,21,12,9,2,2,2,219.352941,582,54,234.355045,185.352941,548,20,234.355045,205.352941,568,40,234.355045,20.0,20,20,0.0,64.0,64,64,0.0,1.0,2,0,1.0,17,3,0,9,3,0,18.647059,20,16,1.531673,11648.588235,65160,0,24771.959824,1460.0,1460,1460,0.0,277.452505,1009.569883,0.470161,373.57629,33,0.0,0,520.666667,528,492,12.276281,2,277.452505,34
1785344257.291,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,54.75,59,50,3.269174,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2835.193078,3295.741081,2599.191427,325.690194,3,0.0,0,0.0,0,0,0.0,1,2835.193078,4
1785344257.291,192.168.10.12,12,12,12,3,2,1,3,2,1,21,9,12,2,2,2,56.666667,62,54,3.771236,22.666667,28,20,3.771236,42.666667,48,40,3.771236,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,818.956787,3003.323078,0.597477,1176.954579,11,0.0,0,7.272727,8,0,2.299838,1,818.956787,12
1785344257.291,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5317.29579,5317.29579,5317.29579,0.0,1,0.0,0,0.0,0,0,0.0,1,5317.29579,2
1785344257.291,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,294.824264,3394.488096,0.692606,861.317124,17,0.0,0,27.411765,34,8,8.561603,1,294.824264,18
1785344257.291,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344257.291,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.39749,2430.50909,0.411987,467.222516,26,0.0,0,2.153846,8,0,3.548481,1,94.39749,27
1785344257.291,192.168.10.31,2,2,2,2,1,1,2,1,1,4,2,2,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2.248287,2.248287,2.248287,0.0,1,0.0,0,22.0,22,22,0.0,1,2.248287,2
1785344267.383,192.168.10.21,1044,1044,1044,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.743537,964.553356,0.197411,88.795429,1043,0.0,0,0.0,0,0,0.0,1,8.743537,1044
1785344267.383,192.168.10.50,35,35,35,8,7,1,8,7,1,20,11,9,2,2,2,230.142857,582,54,238.43779,196.142857,548,20,238.43779,216.142857,568,40,238.43779,20.0,20,20,0.0,64.0,64,64,0.0,0.914286,2,0,0.99632,16,3,0,8,3,0,18.5625,20,16,1.539836,12376.625,65160,0,25357.296388,1460.0,1460,1460,0.0,291.056065,1008.685827,0.593185,383.279948,34,0.0,0,505.970588,528,25,84.268648,2,291.056065,35
1785344267.383,192.168.10.31,5,5,5,4,3,1,4,3,1,8,3,5,2,2,2,60.6,74,51,10.947146,26.6,40,17,10.947146,46.6,60,37,10.947146,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2451.30676,4982.053041,0.75531,2451.009707,4,0.0,0,22.25,23,22,0.433013,1,2451.30676,5
1785344267.383,192.168.10.11,19,19,19,4,3,1,4,3,1,21,10,11,1,1,1,63.473684,88,54,10.932176,29.473684,54,20,10.932176,49.473684,74,40,10.932176,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,17,2,2,9,2,0,17.368421,24,2,5.760213,6973.473684,64240,0,19643.68636,1460.0,1460,1460,0.0,448.830379,4040.142536,0.465631,1131.278155,18,0.0,0,29.666667,34,12,7.187953,1,448.830379,19
1785344267.383,192.168.10.40,5,5,5,2,1,1,2,1,1,6,1,5,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,55.8,59,51,2.925748,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1999.884247,2390.288353,1812.30092,229.940958,4,0.0,0,0.0,0,0,0.0,1,1999.884247,5
1785344267.383,192.168.10.12,12,12,12,4,3,1,4,3,1,21,10,11,2,2,2,56.0,62,54,3.464102,22.0,28,20,3.464102,42.0,48,40,3.464102,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,0,0,9,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,548.713142,3008.678913,0.722408,1004.278054,11,0.0,0,7.272727,8,0,2.299838,1,548.713142,12
1785344267.383,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344267.383,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4784.220219,4784.220219,4784.220219,0.0,1,0.0,0,0.0,0,0,0.0,1,4784.220219,2
1785344267.383,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.012059,2420.00699,0.449657,465.199051,26,0.0,0,2.153846,8,0,3.548481,1,94.012059,27
1785344277.465,192.168.10.21,1045,1045,1045,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.73461,966.828585,0.257015,88.76563,1044,0.0,0,0.0,0,0,0.0,1,8.73461,1045
1785344277.465,192.168.10.50,25,25,25,7,6,1,7,6,1,8,5,3,2,2,2,276.12,582,54,249.931882,242.12,548,20,249.931882,262.12,568,40,249.931882,20.0,20,20,0.0,64.0,64,64,0.0,0.72,2,0,0.96,9,2,0,3,2,0,18.0,20,16,1.563472,14706.222222,65160,0,26969.593528,1460.0,1460,1460,0.0,377.689362,1006.932735,0.426292,398.084275,24,0.0,0,526.5,528,516,3.968627,2,377.689362,25
1785344277.465,192.168.10.22,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,8003.62587,8003.62587,8003.62587,0.0,1,0.0,0,0.0,0,0,0.0,1,8003.62587,2
1785344277.465,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,54.25,58,52,2.277608,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2497.695684,2668.408155,2260.48851,173.042901,3,0.0,0,0.0,0,0,0.0,1,2497.695684,4
1785344277.465,192.168.10.12,11,11,11,3,2,1,3,2,1,20,9,11,2,2,2,56.181818,62,54,3.562894,22.181818,28,20,3.562894,42.181818,48,40,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,859.19981,3005.553484,0.882387,1315.646348,10,0.0,0,6.4,8,0,3.2,1,859.19981,11
1785344277.465,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,51.5,52,51,0.5,17.5,18,17,0.5,37.5,38,37,0.5,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4724.004984,4724.004984,4724.004984,0.0,1,0.0,0,1.0,1,1,0.0,1,4724.004984,2
1785344277.465,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,381.219555,5004.962921,0.261545,1205.891611,17,0.0,0,25.529412,34,8,8.015556,1,381.219555,18
1785344277.465,192.168.10.31,2,2,2,2,1,1,2,1,1,4,2,2,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2.779007,2.779007,2.779007,0.0,1,0.0,0,22.0,22,22,0.0,1,2.779007,2
1785344277.465,192.168.10.20,16,16,16,3,2,1,3,2,1,24,8,16,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,16,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,1.166996,2.436638,0.825882,0.407657,15,0.0,0,0.0,0,0,0.0,1,1.166996,16
1785344287.477,192.168.10.12,5,5,5,3,2,1,3,2,1,7,2,5,2,2,2,60.4,62,54,3.2,26.4,28,20,3.2,46.4,48,40,3.2,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,1,0,0,1,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,2253.09515,3004.677773,235.705137,1168.71741,4,0.0,0,6.0,8,0,3.464102,1,2253.09515,5
1785344287.477,192.168.10.50,35,35,35,8,7,1,8,7,1,20,11,9,2,2,2,215.714286,582,54,231.916804,181.714286,548,20,231.916804,201.714286,568,40,231.916804,20.0,20,20,0.0,64.0,64,64,0.0,0.971429,2,0,0.999592,17,3,0,8,3,0,18.411765,20,16,1.610949,11678.529412,65160,0,24758.166173,1460.0,1460,1460,0.0,268.665272,1007.972956,0.533819,354.798751,34,0.0,0,524.0,528,492,8.878262,2,268.665272,35
1785344287.477,192.168.10.21,1050,1050,1050,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.682074,980.164766,0.185013,88.731419,1049,0.0,0,0.0,0,0,0.0,1,8.682074,1050
1785344287.477,192.168.10.31,4,4,4,4,3,1,4,3,1,7,3,4,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,1772.368034,5311.629295,2.722502,2502.635638,3,0.0,0,22.0,22,22,0.0,1,1772.368034,4
1785344287.477,192.168.10.11,11,11,11,3,2,1,3,2,1,5,2,3,1,1,1,70.363636,88,54,9.67915,36.363636,54,20,9.67915,56.363636,74,40,9.67915,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,2,2,1,2,0,15.454545,24,2,6.9722,12045.090909,64240,0,24605.329923,1460.0,1460,1460,0.0,763.918281,4973.161936,0.536919,1607.46124,10,0.0,0,30.0,34,20,6.131884,1,763.918281,11
1785344287.477,192.168.10.40,5,5,5,2,1,1,2,1,1,6,1,5,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,54.6,58,51,2.416609,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2042.482317,2488.669634,1564.121962,386.076434,4,0.0,0,0.0,0,0,0.0,1,2042.482317,5
1785344287.477,192.168.10.20,11,11,11,2,1,1,2,1,1,16,8,8,1,1,1,71.818182,74,66,3.562894,37.818182,40,32,3.562894,57.818182,60,52,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,8,0,5.909091,17,2,6.388264,46856.909091,64240,502,28386.468586,1460.0,1460,1460,0.0,1.221395,3.145933,0.509024,0.697461,10,0.0,0,5.6,8,0,3.666061,1,1.221395,11
1785344287.477,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5470.476389,5470.476389,5470.476389,0.0,1,0.0,0,0.0,0,0,0.0,1,5470.476389,2
1785344287.477,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344297.632,192.168.10.21,1043,1043,1043,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.753208,965.976,0.259638,88.952093,1042,0.0,0,0.0,0,0,0.0,1,8.753208,1043
1785344297.632,192.168.10.50,34,34,34,8,7,1,8,7,1,21,12,9,2,2,2,219.058824,582,54,234.523414,185.058824,548,20,234.523414,205.058824,568,40,234.523414,20.0,20,20,0.0,64.0,64,64,0.0,1.0,2,0,1.0,17,3,0,9,3,0,18.647059,20,16,1.531673,11648.588235,65160,0,24771.959824,1460.0,1460,1460,0.0,274.848049,1009.35483,0.394821,317.562235,33,0.0,0,507.454545,528,36,83.909436,2,274.848049,34
1785344297.632,192.168.10.31,3,3,3,2,1,1,2,1,1,5,2,3,2,2,2,59.333333,74,52,10.370899,25.333333,40,18,10.370899,45.333333,60,38,10.370899,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2962.161064,5920.812845,3.509283,2958.651781,2,0.0,0,11.0,22,0,11.0,1,2962.161064,3
1785344297.632,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,93.912757,2414.263725,0.514984,464.070342,26,0.0,0,2.153846,8,0,3.548481,1,93.912757,27
1785344297.632,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,359.380946,4999.918938,0.724077,1188.05024,17,0.0,0,17.647059,34,0,15.495507,1,359.380946,18
1785344297.632,192.168.10.12,11,11,11,3,2,1,3,2,1,20,9,11,2,2,2,56.181818,62,54,3.562894,22.181818,28,20,3.562894,42.181818,48,40,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,601.115155,3002.98357,0.87142,1200.360266,10,0.0,0,2.4,8,0,3.666061,1,601.115155,11
1785344297.632,192.168.10.40,3,3,3,2,1,1,2,1,1,4,1,3,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,54.0,55,53,0.816497,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2959.025502,3336.658001,2581.393003,377.632499,2,0.0,0,0.0,0,0,0.0,1,2959.025502,3
1785344297.632,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5154.208422,5154.208422,5154.208422,0.0,1,0.0,0,0.0,0,0,0.0,1,5154.208422,2
1785344297.632,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344307.715,192.168.10.21,1055,1055,1055,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.649434,979.99382,0.185013,89.373899,1054,0.0,0,0.0,0,0,0.0,1,8.649434,1055
1785344307.715,192.168.10.50,35,35,35,8,7,1,8,7,1,21,12,9,2,2,2,215.371429,582,54,232.146639,181.371429,548,20,232.146639,201.371429,568,40,232.146639,20.0,20,20,0.0,64.0,64,64,0.0,0.971429,2,0,0.999592,17,3,0,9,3,0,18.647059,20,16,1.531673,11648.588235,65160,0,24771.959824,1460.0,1460,1460,0.0,288.476089,1010.058165,0.509739,343.039011,34,0.0,0,495.176471,528,26,116.44147,2,288.476089,35
1785344307.715,192.168.10.12,13,13,13,4,3,1,4,3,1,22,10,12,2,2,2,56.461538,62,54,3.692308,22.461538,28,20,3.692308,42.461538,48,40,3.692308,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,0,0,9,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,750.803391,3005.087852,0.327587,1162.533487,12,0.0,0,7.333333,8,0,2.211083,1,750.803391,13
1785344307.715,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,55.0,59,52,2.738613,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2782.893181,3011.031866,2362.041712,297.938157,3,0.0,0,0.0,0,0,0.0,1,2782.893181,4
1785344307.715,192.168.10.31,4,4,4,4,3,1,4,3,1,6,2,4,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,1822.532098,5464.562893,0.906229,2575.304721,3,0.0,0,22.0,22,22,0.0,1,1822.532098,4
1785344307.715,192.168.10.11,19,19,19,4,3,1,4,3,1,20,10,10,1,1,1,63.473684,88,54,10.932176,29.473684,54,20,10.932176,49.473684,74,40,10.932176,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,17,2,2,9,2,0,17.368421,24,2,5.760213,6973.473684,64240,0,19643.68636,1460.0,1460,1460,0.0,344.297436,3671.530485,0.764847,897.457627,18,0.0,0,29.666667,34,12,7.187953,1,344.297436,19
1785344307.715,192.168.10.22,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,8002.076626,8002.076626,8002.076626,0.0,1,0.0,0,0.0,0,0,0.0,1,8002.076626,2
1785344307.715,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4510.961771,4510.961771,4510.961771,0.0,1,0.0,0,0.0,0,0,0.0,1,4510.961771,2
1785344307.715,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.438351,2429.757357,0.326633,467.063931,26,0.0,0,2.153846,8,0,3.548481,1,94.438351,27
1785344317.794,192.168.10.21,1051,1051,1051,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.683353,979.724884,0.193119,88.944237,1050,0.0,0,0.0,0,0,0.0,1,8.683353,1051
1785344317.794,192.168.10.50,34,34,34,8,7,1,8,7,1,21,12,9,2,2,2,219.058824,582,54,234.523414,185.058824,548,20,234.523414,205.058824,568,40,234.523414,20.0,20,20,0.0,64.0,64,64,0.0,1.0,2,0,1.0,17,3,0,9,3,0,18.647059,20,16,1.531673,11648.588235,65160,0,24771.959824,1460.0,1460,1460,0.0,274.529493,1011.556387,0.474453,354.890234,33,0.0,0,445.030303,528,0,179.250373,2,274.529493,34
